Number,Name,Expiration,Issued,Status,Capacity,Company,Waterway,State
11402,CRYSTAL FALLS                      ,9/30/25,10/18/95,Active,1000,"CRYSTAL FALLS, CITY OF         (MI)",PAINT R                            ,MI
2535,STEVENS CREEK                      ,10/31/25,11/22/95,Active,17300,SOUTH CAROLINA ELECTRIC&GAS CO (SC),STEVENS CR                         ,SC
1267,BUZZARDS ROOST                     ,11/30/35,12/18/95,Active,15000,GREENWOOD COUNTY               (SC),SALUDA RIVER                       ,SC
2486,PINE                               ,11/30/25,12/19/95,Active,3600,WISCONSIN ELECTRIC POWER CO    (WI),PINE RIVER                         ,WI
11408,SALMON RIVER                       ,1/31/36,2/21/96,Active,36250,"ERIE BOULEVARD HYDROPOWER, L.P.    ",SALMON R                           ,NY
2582,STATION NO 2                       ,1/31/36,2/22/96,Active,14800,ROCHESTER GAS & ELECTRIC CORP  (NY),GENESEE R                          ,NY
2583,STATION NO 5                       ,1/31/36,2/22/96,Active,45652,ROCHESTER GAS & ELECTRIC CORP  (NY),GENESEE R                          ,NY
2187,GEORGETOWN                         ,5/30/36,2/28/96,Active,1440,PUBLIC SERVICE CO OF COLORADO  (CO),SOUTH CLEAR CREEK                  ,CO
5984,OSWEGO FALLS                       ,2/29/36,3/15/96,Active,7360,"ERIE BOULEVARD HYDROPOWER, L.P.    ",OSWEGO RIVER                       ,NY
1951,SINCLAIR                           ,4/30/36,3/19/96,Active,45000,GEORGIA POWER CO               (GA),OCONEE RIVER                       ,GA
2456,AYERS ISLAND                       ,3/31/36,4/29/96,Active,8400,PUBLIC SERVICE CO OF NH        (NH),PEMIGEWASSET RIVER                 ,NH
2332,GASTON SHOALS                      ,5/31/36,6/12/96,Active,8500,"DUKE ENERGY CAROLINAS, LLC.        ",BROAD RIVER                        ,SC
2315,NEAL SHOALS                        ,5/31/36,6/17/96,Active,4400,SOUTH CAROLINA ELECTRIC&GAS CO (SC),BROAD RIVER                        ,SC
2331,NINETY-NINE ISLANDS                ,5/31/36,6/17/96,Active,20000,"DUKE ENERGY CAROLINAS, LLC.        ",BROAD RIVER                        ,SC
11077,GOAT LAKE                          ,6/30/46,7/15/96,Active,4000,ALASKA POWER AND TELEPHONE CO.     ,PITCHFORK FALLS                    ,AK
1999,WAUSAU                             ,6/30/26,7/18/96,Active,5400,WISCONSIN PUBLIC SERVICE CORP  (WI),WISCONSIN RIVER                    ,WI
2113,WISCONSIN VALLEY (RESERVOIRS)      ,6/30/26,7/18/96,Active,0,WISCONSIN VALLEY IMPROVEM'T CO (WI),WISCONSIN RIVER & HEADWATER TRIBU. ,WI
2212,ROTHSCHILD                         ,6/30/26,7/18/96,Active,3708,"DOMTAR PAPER COMPANY, LLC.         ",WISCONSIN R                        ,WI
2239,KINGS DAM                          ,6/30/26,7/18/96,Active,2509,TOMAHAWK POWER & PULP CO       (WI),WISCONSIN RIVER                    ,WI
2255,CENTRALIA                          ,6/30/26,7/18/96,Active,3324,DOMTAR WISCONSIN CORP              ,WISCONSIN R                        ,WI
2256,WISCONSIN RAPIDS                   ,6/30/26,7/18/96,Active,9230,CONSOLIDATED WATER POWER CO    (WI),WISCONSIN R                        ,WI
2291,PORT EDWARDS                       ,6/30/26,7/18/96,Active,3443,DOMTAR WISCONSIN CORP              ,WISCONSIN R                        ,WI
2590,WHITING                            ,6/30/26,7/18/96,Active,6368,CONSOLIDATED WATER POWER CO    (WI),WISCONSIN RIVER                    ,WI
2292,NEKOOSA                            ,6/30/26,7/18/96,Active,3535,DOMTAR WISCONSIN CORP              ,WISCONSIN R                        ,WI
2476,JERSEY                             ,6/30/26,7/18/96,Active,512,WISCONSIN PUBLIC SERVICE CORP  (WI),TOMAHAWK R                         ,WI
2645,BEAVER RIVER                       ,7/31/26,8/2/96,Active,44800,"ERIE BOULEVARD HYDROPOWER, L.P.    ",BEAVER R                           ,NY
2354,NORTH GEORGIA                      ,9/30/36,10/3/96,Active,168400,GEORGIA POWER CO               (GA),TUGALO RIVER                       ,SC
2572,RIPOGENUS                          ,9/30/26,10/22/96,Active,37530,GREAT LAKES HYDRO AMERICA. LLC.    ,W BR PENOBSCOT R                   ,ME
2458,PENOBSCOT MILLS                    ,9/30/26,10/22/96,Active,70810,GREAT LAKES HYDRO AMERICA. LLC.    ,W BR PENOBSCOT R                   ,ME
2579,TWIN BRANCH                        ,11/30/36,12/23/96,Active,4800,INDIANA MICHIGAN POWER CO      (IN),ST JOSEPH RIVER                    ,IN
2290,KERN RIVER NO 3                    ,11/30/26,12/24/96,Active,40200,SOUTHERN CALIFORNIA EDISON CO  (CA),KERN RIVER                         ,CA
2538,BEEBEE ISLAND                      ,11/30/26,12/24/96,Active,8000,"ERIE BOULEVARD HYDROPOWER, L.P.    ",BLACK RIVER                        ,NY
2569,BLACK RIVER                        ,11/30/26,12/24/96,Active,29600,"ERIE BOULEVARD HYDROPOWER, L.P.    ",BLACK RIVER                        ,NY
11530,MITCHELL MILL DAM                  ,11/30/36,12/27/96,Active,900,MITCHELL COUNTY                (IA),CEDAR River                        ,IA
2550,WEYAUWEGA                          ,11/30/26,12/27/96,Active,400,"N.E.W. HYDRO, LLC.                 ",WAUPACA RIVER                      ,WI
11132,EUSTIS                             ,11/30/26,12/27/96,Active,250,KEI (MAINE) POWER MGMT (I) LLC     ,N.BR.DEAD RIVER                    ,ME
2551,BUCHANAN                           ,11/30/36,12/31/96,Active,4105,INDIANA MICHIGAN POWER CO      (IN),ST. JOSEPH RIVER                   ,MI
1389,RUSH CREEK                         ,1/31/27,2/4/97,Active,11850,SOUTHERN CALIFORNIA EDISON CO  (CA),RUSH CREEK                         ,CA
1388,LEE VINING                         ,1/31/27,2/4/97,Active,11250,SOUTHERN CALIFORNIA EDISON CO  (CA),LEE VINING CREEK                   ,CA
2390,BIG FALLS                          ,1/31/37,2/5/97,Active,9139,NORTHERN STATES POWER CO       (WI),FLAMBEAU RIVER                     ,WI
2473,CROWLEY                            ,1/31/37,2/5/97,Active,1500,FLAMBEAU HYDRO LLC.                ,FLAMBEAU NORTH FORK                ,WI
2395,PIXLEY                             ,1/31/37,2/5/97,Active,960,FLAMBEAU HYDRO LLC.                ,NORTH FORK FLAMBEAU RIVER          ,WI
2421,LOWER HYDRO                        ,1/31/37,2/5/97,Active,1200,FLAMBEAU HYDRO LLC.                ,NORTH FORK FLAMBEAU RIVER          ,WI
2640,UPPER HYDRO                        ,1/31/37,2/5/97,Active,900,FLAMBEAU HYDRO LLC.                ,NORTH FORK FLAMBEAU RIVER          ,WI
2475,THORNAPPLE                         ,1/31/37,2/5/97,Active,1400,NORTHERN STATES POWER CO       (WI),FLAMBEAU RIVER                     ,WI
10854,CATARACT                           ,1/31/27,2/7/97,Active,2000,"UP HYDRO, LLC                      ",MIDDLE BRANCH OF ESCANABA RIVER    ,MI
2705,NEWHALEM CREEK                     ,1/31/27,2/7/97,Active,2125,SEATTLE CITY OF                (WA),NEWHALEM CREEK                     ,WA
2438,WATERLOO & SENECA FALLS            ,2/28/37,2/13/97,Active,7440,SENECA FALLS POWER CORPORATION     ,SENECA RIVER                       ,NY
1862,NISQUALLY RIVER                    ,2/28/37,3/7/97,Active,115687,CITY OF TACOMA                (WA) ,NISQUALLY RIVER                    ,WA
10703,YELM                               ,2/28/37,3/7/97,Active,12000,CENTRALIA CITY OF              (WA),NISQUALLY RIVER                    ,WA
2496,LEABURG-WALTERVILLE                ,2/28/37,3/24/97,Active,23200,EUGENE WATER & ELECTRIC BOARD      ,MCKENZIE RIVER                     ,OR
2334,GARDNERS FALLS                     ,3/31/37,4/4/97,Active,3580,"ESSENTIAL POWER MASSACHUSETTS, LLC.",DEERFIELD                          ,MA
2323,DEERFIELD RIVER                    ,3/31/37,4/4/97,Active,76910,TRANSCANADA HYDRO NORTHEAST INC.   ,DEERFIELD RIVER                    ,VT
2394,CHALK HILL                         ,4/30/37,5/7/97,Active,7800,WISCONSIN ELECTRIC POWER CO    (WI),MENOMINEE  RIVER                   ,WI
2536,LITTLE QUINNESEC                   ,4/30/37,5/7/97,Active,9100,"NORTHBROOK WISCONSIN, LLC.         ",MENOMINEE RIVER                    ,WI
2275,SALIDA HYDRO NOS. 1 & 2            ,4/30/27,5/7/97,Active,1310,PUBLIC SERVICE CO OF COLORADO  (CO),SOUTH FORK ARKANSAS RIVER          ,CO
2357,WHITE RAPIDS                       ,4/30/37,5/7/97,Active,8000,WISCONSIN ELECTRIC POWER CO    (WI),MENOMINEE RIVER                    ,WI
2433,GRAND RAPIDS                       ,4/30/37,5/7/97,Active,7150,WISCONSIN PUBLIC SERVICE CORP  (WI),MENOMINEE RIVER                    ,WI
10805,HATFIELD                           ,4/30/37,5/8/97,Active,7200,"MIDWEST HYDRAULIC COMPANY, LLC     ",BLACK RIVER                        ,WI
710,SHAWANO                            ,4/30/37,5/16/97,Active,700,WOLF RIVER HYDRO LMT PARTNERSHIP   ,WOLF RIVER                         ,WI
3574,TIBER DAM                          ,5/31/47,6/2/97,Active,7500,"TIBER MONTANA, LLC                 ","TIBER DAM, MARIAS RIVER            ",MT
2595,HIGH FALLS                         ,5/31/37,6/26/97,Active,7000,WISCONSIN PUBLIC SERVICE CORP  (WI),PESHTIGO RIVER                     ,WI
2522,JOHNSON FALLS                      ,5/31/37,6/26/97,Active,3500,WISCONSIN PUBLIC SERVICE CORP  (WI),PESHTIGO RIVER                     ,WI
2525,CALDRON FALLS                      ,5/31/37,6/26/97,Active,6400,WISCONSIN PUBLIC SERVICE CORP  (WI),PESHTIGO RIVER                     ,WI
11437,JORDAN DAM                         ,5/31/47,6/26/97,Active,4400,JORDAN HYDROELECTRIC L.P.          ,HAW RIVER                          ,NC
10856,Au-Train                           ,5/31/37,6/26/97,Active,900,"UP HYDRO, LLC                      ",UPPER AU TRAIN RIVER               ,MI
2581,PESHTIGO                           ,5/31/37,6/26/97,Active,600,WISCONSIN PUBLIC SERVICE CORP  (WI),PESHTIGO RIVER                     ,WI
2546,SANDSTONE RAPIDS                   ,5/31/37,6/26/97,Active,3840,WISCONSIN PUBLIC SERVICE CORP  (WI),PESHTIGO RIVER                     ,WI
2560,POTATO RAPIDS                      ,5/31/37,6/26/97,Active,1400,WISCONSIN PUBLIC SERVICE CORP  (WI),PESHTIGO RIVER                     ,WI
11482,MARCAL                             ,6/30/37,7/17/97,Active,1310,KEI (MAINE) POWER MGMT (IV) LLC    ,LITTLE ANDROSCOGGIN RIVER          ,ME
1517,UPPER MONROE                       ,7/31/27,8/29/97,Active,250,MONROE CITY CITY OF            (UT),SHINGLE CREEK                      ,UT
2584,STATION 26                         ,9/30/37,10/17/97,Active,3000,ROCHESTER GAS & ELECTRIC CORP  (NY),GENESEE RIVER                      ,NY
2523,OCONTO FALLS                       ,11/20/27,11/20/97,Active,1320,"N.E.W. HYDRO, LLC.                 ",OCONTO RIVER                       ,WI
2325,WESTON                             ,10/31/36,11/25/97,Active,15980,"BROOKFIELD WHITE PINE HYDRO, LLC.  ",KENNEBEC RIVER                     ,ME
2329,WYMAN                              ,10/31/36,11/25/97,Active,83700,"BROOKFIELD WHITE PINE HYDRO, LLC.  ",KENNEBEC RIVER                     ,ME
2671,MOOSEHEAD LAKE (STORAGE)           ,10/31/36,11/25/97,Active,0,KENNEBEC WATER POWER CO        (ME),KENNEBEC RIVER                     ,ME
11163,SOUTH BERWICK                      ,11/30/37,12/9/97,Active,1200,"SALMON FALLS HYDRO, LLC            ",SALMON FALLS RIVER                 ,NH
1651,SWIFT CREEK                        ,11/30/47,12/19/97,Active,1537,"LOWER VALLEY ENERGY, INC.(WY)      ",SWIFT CREEK                        ,WY
11286,ABBEVILLE                          ,11/30/27,12/24/97,Active,2600,CITY OF ABBEVILLE                  ,ROCKY RIVER                        ,SC
11243,POWER CREEK                        ,11/30/47,12/24/97,Active,6000,CORDOVA ELECTRIC COOP INC      (AK),POWER CREEK                        ,AK
11393,MAHONEY LAKE                       ,12/31/47,1/22/98,Active,9600,CITY OF SAXON                      ,UPPER MAHONEY LAKE                 ,AK
2527,SKELTON                            ,1/31/38,2/26/98,Active,21600,"BROOKFIELD WHITE PINE HYDRO, LLC.  ",SACO RIVER                         ,ME
2529,BONNY EAGLE                        ,1/31/38,2/26/98,Active,7200,"BROOKFIELD WHITE PINE HYDRO, LLC.  ",SACO RIVER                         ,ME
2712,STILLWATER                         ,3/31/48,4/20/98,Active,4179,"BLACK BEAR DEVELOPMENT HOLDINGS,LLC",STILLWATER BRANCH PENOBSCOT RIVER  ,ME
2534,MILFORD                            ,3/31/38,4/20/98,Active,8000,"BLACK BEAR HYDRO PARTNERS, LLC     ",STILLWATER                         ,ME
2403,VEAZIE                             ,3/31/38,4/20/98,Active,8400,PENOBSCOT RIVER RESTORATION TRUST  ,PENOBSCOT RIVER                    ,ME
2663,PILLAGER                           ,3/31/28,4/27/98,Active,1520,"ALLETE, INC                        ",MISSISSIPPI RIVER                  ,MN
1930,KERN RIVER NO 1                    ,5/31/28,6/16/98,Active,26300,SOUTHERN CALIFORNIA EDISON CO  (CA),KERN RIVER                         ,CA
11617,VARICK-HIGH DAM #21 T.L.           ,10/31/31,7/8/98,Active,0,NIAGARA MOHAWK POWER CORP      (NY),,NY
1417,KINGSLEY DAM                       ,6/30/38,7/29/98,Active,105900,CENTRAL NEBRASKA PUB P&I DIST  (NE),PLATTE RIVER                       ,NE
1835,NORTH PLATTE/KEYSTONE DIVERSION    ,6/30/38,7/29/98,Active,26000,NEBRASKA PUBLIC POWER DISTRICT (NE),CANAL FROM N&S PLATTE RIVERS       ,NE
460,CUSHMAN                            ,6/30/58,7/30/98,Active,131000,CITY OF TACOMA                (WA) ,NORTH FORK SKOKOMISH RIVER         ,WA
10819,DWORSHAK                           ,7/31/48,8/4/98,Active,2500,IDAHO WATER RESOURCE BOARD         ,NORTH FORK OF CLEARWATER RIVER     ,ID
8277,OTIS                               ,9/15/48,9/16/98,Active,10350,"ANDRO HYDRO, LLC.                  ",ANDROSCOGGIN RIVER                 ,ME
2375,RILEY-JAY-LIVERMORE                ,9/15/48,9/16/98,Active,19725,"ANDRO HYDRO, LLC.                  ",ANDROSCOGGIN RIVER                 ,ME
11546,MUNICIPAL POWER DAM                ,8/31/28,9/16/98,Active,550,CITY OF THIEF RIVER FALLS UTILITIES,RED LAKE RIVER                     ,MN
10810,SMALLWOOD                          ,9/30/28,10/16/98,Active,1200,"BOYCE HYDRO POWER, LLC.            ",TITTABAWASSEE RIVER                ,MI
10809,SECORD                             ,9/30/28,10/16/98,Active,1200,"BOYCE HYDRO POWER, LLC.            ",TITTABAWASSEE RIVER                ,MI
10808,EDENVILLE                          ,9/30/28,10/16/98,Active,4800,"BOYCE HYDRO POWER, LLC.            ",TITTABAWASSEE & TABACCO RIVERS     ,MI
11509,"CITY OF ALBANY,OREGON HYDRO        ",9/30/48,10/23/98,Active,500,"CITY OF ALBANY, OREGON             ",SOUTH SANTIAM RIVER                ,OR
2404,THUNDER BAY RIVER                  ,11/30/38,12/11/98,Active,8050,"THUNDER BAY POWER, LLC             ",UPPER BRANCH                       ,MI
11060,SAHKO WATER POWER                  ,1/31/49,2/12/99,Active,500,J M MILLER ENTERPRISES INC     (ID),SNAKE RIVER                        ,ID
1390,LUNDY                              ,2/28/29,3/3/99,Active,3000,SOUTHERN CALIFORNIA EDISON CO  (CA),MILL CREEK                         ,CA
11175,CROWN MILL                         ,2/28/49,3/19/99,Active,3400,CROWN HYDRO. LLC                   ,MISSISSIPPI RIVER                  ,MN
2666,MEDWAY                             ,3/31/29,3/29/99,Active,3440,"BLACK BEAR HYDRO PARTNERS, LLC     ",West Branch Penobscot River        ,ME
1994,SNAKE CREEK                        ,4/30/29,5/7/99,Active,800,HEBER LIGHT & POWER CO         (UT),SNAKE CREEK                        ,UT
1991,MOYIE RIVER                        ,5/31/29,6/9/99,Active,3938,BONNERS FERRY CITY OF          (ID),MOYIE RIVER                        ,ID
2556,MESSALONSKEE                       ,6/30/36,7/28/99,Active,5900,"MESSALONSKEE STREAM HYDRO,LLC.     ",MESSALONSKEE STREAM                ,ME
2555,AUTOMATIC                          ,6/30/36,7/28/99,Active,800,KENNEBEC WATER DISTRICT        (ME),MESSALONSKEE STREAM                ,ME
2674,VERGENNES                          ,5/31/29,7/30/99,Active,2600,GREEN MOUNTAIN POWER CORP      (VT),OTTER CREEK                        ,VT
2004,HOLYOKE                            ,8/31/39,8/20/99,Active,43840,CITY OF HOLYOKE GAS & ELECTRIC DEPT,CONNECTICUT RIVER                  ,MA
11574,OCCUM                              ,8/31/39,9/29/99,Active,800,NORWICH CITY OF                (CT),SHETUCKET RIVER                    ,CT
597,STAIRS                             ,6/30/30,9/30/99,Active,1200,PACIFICORP                     (OR),BIG COTTONWOOD CREEK               ,UT
2620,LOCKHART                           ,3/31/40,9/30/99,Active,17124,LOCKHART POWER CO (SC)             ,BROAD RIVER                        ,SC
1218,FLINT RIVER                        ,10/31/39,9/30/99,Active,5400,GEORGIA POWER CO               (GA),FLINT RIVER                        ,GA
2058,CLARK FORK                         ,2/28/46,2/23/00,Active,751000,AVISTA CORPORATION                 ,CLARK FORK RIVER                   ,MT
2588,LITTLE CHUTE                       ,3/31/50,4/11/00,Active,3300,KAUKAUNA CITY OF               (WI),FOX RIVER                          ,WI
2609,CURTIS/PALMER FALLS                ,4/30/40,4/27/00,Active,58800,CURTIS/PALMER HYDROELECTRIC CO (NY),HUDSON RIVER                       ,NY
2487,HOOSICK FALLS                      ,4/30/40,5/1/00,Active,830,"HYDRO POWER, INC.  (NJ)            ",HOOSIC RIVER                       ,NY
2722,PIONEER                            ,8/31/30,5/26/00,Active,5000,PACIFICORP                     (OR),OGDEN RIVER                        ,UT
420,KETCHIKAN LAKES                    ,7/31/30,8/29/00,Active,4200,KETCHIKAN CITY OF              (AK),KETCHIKAN CREEK                    ,AK
2032,STRAWBERRY CREEK                   ,8/31/30,9/14/00,Active,1500,"LOWER VALLEY ENERGY, INC.(WY)      ",STRAWBERRY CREEK                   ,WY
2188,MISSOURI-MADISON                   ,8/31/40,9/27/00,Active,334290,NORTHWESTERN CORPORATION           ,MISSOURI RIVER                     ,MT
11480,HIILANGAAY PROJECT                 ,9/30/50,10/24/00,Active,5000,"HAIDA ENERGY, INC.                 ",REYNOLDS CR                        ,AK
2866,LOCKPORT                           ,11/30/31,11/2/00,Active,13500,METROPOLITAN WATER RECLAMATION DIST,ILLINOIS WATERWAY                  ,IL
11685,STOCKPORT MILL COUNTRY INN         ,11/30/40,12/7/00,Active,235,"STOCKPORT MILL INN, LLC            ",MUSKINGUM RIVER                    ,OH
2651,ELKHART                            ,12/31/31,1/11/01,Active,3440,INDIANA MICHIGAN POWER CO      (IN),ST JOSEPH RIVER                    ,IN
2131,KINGSFORD                          ,7/31/40,1/12/01,Active,7200,WISCONSIN ELECTRIC POWER CO    (WI),MENOMINEE RIVER                    ,WI
2073,MICHIGAMME FALLS                   ,7/31/40,1/12/01,Active,9600,WISCONSIN ELECTRIC POWER CO    (WI),MICHIGAMME RIVER                   ,MI
2072,LOWER PAINT                        ,7/31/40,1/12/01,Active,100,WISCONSIN ELECTRIC POWER CO    (WI),PAINT RIVER                        ,MI
1980,QUINNESEC FALLS                    ,7/31/40,1/12/01,Active,19750,WISCONSIN ELECTRIC POWER CO    (WI),MENOMINEE RIVER                    ,WI
11830,PEAVY FALLS                        ,7/31/40,1/12/01,Active,12000,WISCONSIN ELECTRIC POWER CO    (WI),Michigamme River                   ,MI
2074,HEMLOCK FALLS                      ,7/31/40,1/12/01,Active,2800,WISCONSIN ELECTRIC POWER CO    (WI),MICHIGAMME RIVER                   ,MI
1759,WAY DAM &  MICHIGAMME  RESERVOIR   ,7/31/40,1/12/01,Active,1800,WISCONSIN ELECTRIC POWER CO    (WI),MICHIGAMME RIVER                   ,MI
11831,TWIN FALLS                         ,7/31/40,1/12/01,Active,6144,WISCONSIN ELECTRIC POWER CO    (WI),Menominee River                    ,WI
1988,HAAS-KINGS RIVER                   ,2/28/41,3/6/01,Active,193160,PACIFIC GAS AND ELECTRIC CO      (C,N FK KINGS R                       ,CA
2035,GROSS RESERVOIR                    ,2/28/41,3/16/01,Active,7598,DENVER CITY & COUNTY OF        (CO),SOUTH BOULDER CREEK                ,CO
2566,WEBBER                             ,5/31/41,6/20/01,Active,3250,CONSUMERS ENERGY CO           (MI) ,GRAND RIVER                        ,MI
11616,PORTLAND MUNICIPAL                 ,5/31/41,6/30/01,Active,375,"CITY OF PORTLAND, MICHIGAN         ",GRAND RIVER                        ,MI
2737,MIDDLEBURY LOWER                   ,7/31/31,8/1/01,Active,2250,GREEN MOUNTAIN POWER CORP      (VT),OTTER CREEK                        ,VT
2731,WEYBRIDGE                          ,7/31/31,8/1/01,Active,3000,GREEN MOUNTAIN POWER CORP      (VT),OTTER CREEK                        ,VT
11150,SMITHVILLE & MIX                   ,7/31/41,8/23/01,Active,702,CAMERON GAS & ELECTRIC CO      (MI),Grand River                        ,MI
137,MOKELUMNE RIVER                    ,9/30/31,10/11/01,Active,206004,PACIFIC GAS AND ELECTRIC CO      (C,NORTH FORK MOKELUMNE RIVER         ,CA
2901,HOLCOMB ROCK                       ,9/30/31,10/12/01,Active,1875,HOLCOMB ROCK COMPANY               ,JAMES RIVER                        ,VA
2902,BIG ISLAND                         ,9/30/31,10/12/01,Active,480,"GP BIG ISLAND, LLC.                ",JAMES RIVER                        ,VA
1962,ROCK CREEK-CRESTA                  ,9/30/34,10/24/01,Active,195750,PACIFIC GAS AND ELECTRIC CO      (C,NORTH FORK FEATHER RIVER           ,CA
2385,GLENS FALLS                        ,10/31/41,11/20/01,Active,12100,"FINCH HYDRO HOLDING, LLC.          ",HUDSON RIVER                       ,NY
11428,MUNICIPAL  DAM                     ,10/31/41,11/29/01,Active,425,"CITY OF ST.LOUIS, MICHIGAN         ",PINE RIVER                         ,MI
11730,ALVERNO                            ,11/30/41,12/4/01,Active,1100,BLACK RIVER LIMITED PARTNERSHIP    ,Black River                        ,MI
1984,PETENWELL AND CASTLE ROCK          ,11/30/31,12/7/01,Active,35000,WISCONSIN RIVER POWER CO       (WI),WISCONSIN RIVER                    ,WI
2103,Cedar Creek                        ,7/31/52,12/7/01,Active,0,COMINCO AMERICAN INC (WA)          ,PEND OREILLE RIVER (CANADA)        ,WA
2724,CITY OF HAMILTON                   ,11/30/31,12/21/01,Active,1940,HAMILTON CITY OF               (OH),GREAT MIAMI RIVER                  ,OH
2060,CARRY FALLS                        ,12/31/33,2/13/02,Active,0,"ERIE BOULEVARD HYDROPOWER, L.P.    ",RAQUETTE RIVER                     ,NY
2330,LOWER RAQUETTE RIVER               ,12/31/33,2/13/02,Active,14080,"ERIE BOULEVARD HYDROPOWER, L.P.    ",RAQUETTE RIVER                     ,NY
2320,MIDDLE RAQUETTE RIVER              ,12/31/33,2/13/02,Active,48323,"ERIE BOULEVARD HYDROPOWER, L.P.    ",RAQUETTE RIVER                     ,NY
2084,UPPER RAQUETTE RIVER               ,12/31/33,2/13/02,Active,102389,"ERIE BOULEVARD HYDROPOWER, L.P.    ",RAQUETTE RIVER                     ,NY
2016,COWLITZ RIVER                      ,4/11/37,3/13/02,Active,466000,CITY OF TACOMA                (WA) ,COWLITZ RIVER                      ,WA
11516,IRVING                             ,2/28/42,3/27/02,Active,600,COMMONWEALTH POWER COMPANY         ,Thornapple River                   ,MI
11300,LaBarge                            ,2/28/42,3/27/02,Active,800,COMMONWEALTH POWER COMPANY         ,Thornapple River                   ,MI
11120,MIDDLEVILLE                        ,2/28/42,3/27/02,Active,350,COMMONWEALTH POWER COMPANY         ,THORNAPPLE RIVER                   ,MI
3052,BLACK RIVER FALLS                  ,2/28/42,3/27/02,Active,920,BLACK RIVER FALLS CITY OF      (WI),BLACK RIVER                        ,WI
2694,QUEENS CREEK                       ,2/28/32,3/28/02,Active,1440,"DUKE ENERGY CAROLINAS, LLC.        ",QUEENS CREEK                       ,NC
2416,WARE SHOALS                        ,3/31/32,4/4/02,Active,6200,"AQUENERGY SYSTEMS, LLC             ",SALUDA RIVER                       ,SC
2077,FIFTEEN MILE FALLS                 ,3/31/42,4/8/02,Active,319960,TRANSCANADA HYDRO NORTHEAST INC.   ,CONNECTICUT RIVER                  ,VT
2631,WORONOCO                           ,3/31/42,4/30/02,Active,2700,"WORONOCO HYDRO, LLC                ",WESTFIELD RIVER                    ,MA
11541,ATLANTA POWER STATION              ,4/30/32,5/9/02,Active,187,ATLANTA POWER COMPANY INC.     (ID),Middle Fork Boise River            ,ID
1895,COLUMBIA                           ,4/30/42,5/30/02,Active,10600,"CITY OF COLUMBIA, SC               ",CONGAREE RIVER                     ,SC
11162,PRAIRIE DU SAC                     ,5/31/32,6/27/02,Active,27337,WISCONSIN POWER & LIGHT CO     (WI),WISCONSIN RIVER                    ,WI
2318,E. J. WEST                         ,8/31/42,9/25/02,Active,20000,"ERIE BOULEVARD HYDROPOWER, L.P.    ",SACANDAGA RIVER                    ,NY
12252,GREAT SACANDAGA LAKE               ,8/31/42,9/25/02,Active,0,HUDSON/BLACK RIVERS REG DIST (NY)  ,SACANDAGA RIVER                    ,NY
2047,STEWARTS BRIDGE                    ,8/31/42,9/25/02,Active,30000,"ERIE BOULEVARD HYDROPOWER, L.P.    ",SACANDAGA RIVER                    ,NY
2554,FEEDER DAM                         ,8/31/42,9/25/02,Active,6000,"ERIE BOULEVARD HYDROPOWER, L.P.    ",HUDSON RIVER                       ,NY
2482,HUDSON RIVER                       ,8/31/42,9/25/02,Active,81600,"ERIE BOULEVARD HYDROPOWER, L.P.    ",HUDSON RIVER                       ,NY
10461,WEST BRANCH ST. REGIS RIVER        ,8/31/42,9/27/02,Active,6800,"ERIE BOULEVARD HYDROPOWER, L.P.    ",WEST BRANCH ST. REGIS RIVER        ,NY
2589,MARQUETTE                          ,9/30/42,10/4/02,Active,3900,MARQUETTE CITY OF              (MI),DEAD RIVER                         ,MI
10855,DEAD RIVER                         ,9/30/42,10/4/02,Active,11200,UPPER PENINSULA POWER CO       (MI),DEAD RIVER                         ,MI
11588,KASIDAYA CREEK                     ,9/30/52,10/15/02,Active,3000,ALASKA POWER AND TELEPHONE CO.     ,KASIDAYA CREEK                     ,AK
6059,FOWLER #7                          ,10/31/32,10/30/02,Active,900,"FOWLER HYDRO, LLC                  ",OSWEGATCHIE RIVER                  ,NY
6058,HAILESBORO NO 4                    ,12/31/32,10/30/02,Active,1900,"HYDRO DEV GROUP ACQUISITION, LLC.  ",OSWEGATCHIE RIVER                  ,NY
2661,HAT CREEK                          ,10/31/32,11/4/02,Active,20000,PACIFIC GAS AND ELECTRIC CO      (C,HAT CREEK                          ,CA
2616,HOOSIC                             ,10/30/42,11/6/02,Active,18500,"ERIE BOULEVARD HYDROPOWER, L.P.    ",HOOSIC R                           ,NY
2031,BARTHOLOMEW                        ,11/30/32,12/17/02,Active,2000,CITY OF SPRINGVILLE             (UT,HOBBLE CREEK                       ,UT
11834,UPPER & MIDDLE DAMS STORAGE        ,11/30/52,12/19/02,Active,0,"BROOKFIELD WHITE PINE HYDRO, LLC.  ",RAPID RIVER                        ,ME
271,CARPENTER-REMMEL                   ,2/28/53,12/30/02,Active,65300,"ENTERGY, ARKANSAS, INC.        (AR)",OUACHITA RIVER                     ,AR
2670,DELLS                              ,9/30/33,12/31/02,Active,11600,NORTHERN STATES POWER CO       (WI),CHIPPEWA RIVER                     ,WI
2567,WISSOTA                            ,9/30/33,12/31/02,Active,40380,NORTHERN STATES POWER CO       (WI),CHIPPEWA RIVER                     ,WI
1982,HOLCOMBE                           ,9/30/33,12/31/02,Active,33750,NORTHERN STATES POWER CO       (WI),CHIPPEWA RIVER                     ,WI
